topic_id,topic_name,subfield_id,subfield_name,field_id,field_name,domain_id,domain_name,works_count
T10399,Hydrocarbon exploration and reservoir analysis,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences,185924
T12773,Water Quality and Resources Studies,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences,185818
T12925,Educational and Social Studies,3304,Education,33,Social Sciences,2,Social Sciences,185495
T11796,Horticultural and Viticultural Research,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,185428
T10503,Global Financial Crisis and Policies,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,185406
T10360,Fluid Dynamics and Turbulent Flows,2206,Computational Mechanics,22,Engineering,3,Physical Sciences,185346
T10406,Planetary Science and Exploration,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,185320
T11228,Bat Biology and Ecology Studies,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,185307
T14518,American Sports and Literature,1202,History,12,Arts and Humanities,2,Social Sciences,185282
T11203,Jewish and Middle Eastern Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,184846
T10759,Translation Studies and Practices,1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences,184074
T14313,Health and Well-being Studies,3203,Clinical Psychology,32,Psychology,2,Social Sciences,184039
T11410,Cultural Industries and Urban Development,3322,Urban Studies,33,Social Sciences,2,Social Sciences,183262
T10051,Asthma and respiratory diseases,2737,Physiology,27,Medicine,4,Health Sciences,183142
T12764,Polish Historical and Cultural Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,182999
T12648,Academic Writing and Publishing,1207,History and Philosophy of Science,12,Arts and Humanities,2,Social Sciences,182841
T13129,Material Properties and Applications,2500,General Materials Science,25,Materials Science,3,Physical Sciences,181971
T13484,German History and Society,1202,History,12,Arts and Humanities,2,Social Sciences,181444
T13883,Child and Adolescent Health,3600,General Health Professions,36,Health Professions,4,Health Sciences,181022
T13939,Archaeology and Natural History,3314,Anthropology,33,Social Sciences,2,Social Sciences,180436
T12525,Australian History and Society,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,180328
T12639,Global Energy and Sustainability Research,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,180101
T13734,Advanced Computational Techniques and Applications,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,180022
T11289,Single-cell and spatial transcriptomics,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,179563
T10133,Media Studies and Communication,3315,Communication,33,Social Sciences,2,Social Sciences,178546
T10172,Cardiac Valve Diseases and Treatments,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences,178531
T13922,Historical Art and Culture Studies,1209,Museology,12,Arts and Humanities,2,Social Sciences,178350
T10413,High-pressure geophysics and materials,1908,Geophysics,19,Earth and Planetary Sciences,3,Physical Sciences,178153
T13706,Management and Optimization Techniques,1408,Strategy and Management,14,"Business, Management and Accounting",2,Social Sciences,177887
T10240,Plant tissue culture and regeneration,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,177031
T11472,Analytical Chemistry and Sensors,1502,Bioengineering,15,Chemical Engineering,3,Physical Sciences,176023
T11162,Enzyme Structure and Function,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,175708
T10669,Freshwater macroinvertebrate diversity and ecology,2303,Ecology,23,Environmental Science,3,Physical Sciences,175574
T14059,"Nietzsche, Schopenhauer, and Hegel",1211,Philosophy,12,Arts and Humanities,2,Social Sciences,175484
T13124,Chemical synthesis and alkaloids,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,175142
T10091,Malaria Research and Control,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,174595
T10087,Archaeology and ancient environmental studies,1911,Paleontology,19,Earth and Planetary Sciences,3,Physical Sciences,173931
T10157,Sports Performance and Training,2732,Orthopedics and Sports Medicine,27,Medicine,4,Health Sciences,173911
T10630,Orthopedic Surgery and Rehabilitation,2746,Surgery,27,Medicine,4,Health Sciences,173863
T10209,Global Maternal and Child Health,2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences,173765
T12097,Aquatic Invertebrate Ecology and Behavior,2303,Ecology,23,Environmental Science,3,Physical Sciences,173651
T14395,African history and culture studies,3314,Anthropology,33,Social Sciences,2,Social Sciences,172878
T10594,Genetic and phenotypic traits in livestock,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,172824
T10211,Computational Drug Discovery Methods,1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences,172805
T14039,Ecology and biodiversity studies,2303,Ecology,23,Environmental Science,3,Physical Sciences,172678
T12327,Various Chemistry Research Topics,1606,Physical and Theoretical Chemistry,16,Chemistry,3,Physical Sciences,172526
T10215,Semantic Web and Ontologies,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,171610
T10143,Chronic Obstructive Pulmonary Disease (COPD) Research,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,171198
T12495,Electrostatic Discharge in Electronics,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,171089
T10075,Atmospheric chemistry and aerosols,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,170882
T10055,Diverse Aspects of Tourism Research,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,170828
T12854,Neurology and Historical Studies,2808,Neurology,28,Neuroscience,1,Life Sciences,170762
T10511,High voltage insulation and dielectric phenomena,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,170553
T13749,"Hungarian Social, Economic and Educational Studies",3305,"Geography, Planning and Development",33,Social Sciences,2,Social Sciences,170402
T11613,Phytochemistry and Biological Activities,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,169504
T11746,Inorganic and Organometallic Chemistry,1605,Organic Chemistry,16,Chemistry,3,Physical Sciences,169206
T10214,Psychotherapy Techniques and Applications,3203,Clinical Psychology,32,Psychology,2,Social Sciences,169005
T11770,Fiscal Policy and Economic Growth,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,168889
T12165,Environmental Sustainability and Education,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,168749
T10702,Insect and Arachnid Ecology and Behavior,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,168709
T11590,Primary Care and Health Outcomes,3600,General Health Professions,36,Health Professions,4,Health Sciences,168697
T13178,Theology and Canon Law Studies,1212,Religious studies,12,Arts and Humanities,2,Social Sciences,168687
T10109,Paleontology and Stratigraphy of Fossils,1911,Paleontology,19,Earth and Planetary Sciences,3,Physical Sciences,168432
T12341,Spanish Linguistics and Language Studies,1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences,168313
T10523,Atomic and Molecular Physics,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,168137
T10135,Insect-Plant Interactions and Control,1109,Insect Science,11,Agricultural and Biological Sciences,1,Life Sciences,167650
T13456,"Religion, Society, and Development",3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,167571
T10127,"Banking stability, regulation, efficiency",2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,167549
T13760,"Finance, Taxation, and Governance",2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,167487
T10022,Semiconductor Quantum Structures and Devices,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,167416
T10285,Venous Thromboembolism Diagnosis and Management,2724,Internal Medicine,27,Medicine,4,Health Sciences,167066
T11791,Microbial Community Ecology and Physiology,2303,Ecology,23,Environmental Science,3,Physical Sciences,166810
T11836,Bryophyte Studies and Records,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,166772
T10749,International Law and Human Rights,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,166764
T14180,"Law, logistics, and international trade",1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,166549
T13802,Vietnamese History and Culture Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,166299
T10521,RNA and protein synthesis mechanisms,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,166269
T10199,Wildlife Ecology and Conservation,2303,Ecology,23,Environmental Science,3,Physical Sciences,165607
T11879,Protist diversity and phylogeny,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,165427
T13180,Chemistry and Chemical Engineering,2304,Environmental Chemistry,23,Environmental Science,3,Physical Sciences,165160
T10429,EEG and Brain-Computer Interfaces,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,165156
T13523,"Mathematics, Computing, and Information Processing",1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences,164801
T10330,Hydrology and Watershed Management Studies,2312,Water Science and Technology,23,Environmental Science,3,Physical Sciences,164103
T13376,Criminal Law and Policy,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,163976
T10028,Topic Modeling,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,163940
T13154,Legal and Regulatory Analysis,3313,Transportation,33,Social Sciences,2,Social Sciences,163858
T10058,Entrepreneurship Studies and Influences,1405,Management of Technology and Innovation,14,"Business, Management and Accounting",2,Social Sciences,163772
T10177,Palliative Care and End-of-Life Issues,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,163362
T11197,Digital Games and Media,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,163353
T10254,Innovations in Medical Education,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,162499
T14430,Higher Education and Teaching Methods,1710,Information Systems,17,Computer Science,3,Physical Sciences,162461
T10372,Cardiac Imaging and Diagnostics,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,162352
T13823,Religious and Theological Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,162280
T10268,Developmental Biology and Gene Regulation,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,161057
T11004,Crustacean biology and ecology,2303,Ecology,23,Environmental Science,3,Physical Sciences,160994
T10596,Child Nutrition and Water Access,2916,Nutrition and Dietetics,29,Nursing,4,Health Sciences,160751
T10301,Mitochondrial Function and Pathology,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,160515
T13215,Global Maritime and Colonial Histories,3314,Anthropology,33,Social Sciences,2,Social Sciences,160452
T10190,Air Quality and Health Impacts,2307,"Health, Toxicology and Mutagenesis",23,Environmental Science,3,Physical Sciences,160390
T11434,Electrochemical Analysis and Applications,1603,Electrochemistry,16,Chemistry,3,Physical Sciences,160125
T10477,Astrophysics and Star Formation Studies,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,160108
T10303,Photosynthetic Processes and Mechanisms,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,159883
T10250,Glaucoma and retinal disorders,2731,Ophthalmology,27,Medicine,4,Health Sciences,159834
T10094,Epilepsy research and treatment,2738,Psychiatry and Mental health,27,Medicine,4,Health Sciences,159428
T10029,Climate variability and models,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,159421
T10084,Musculoskeletal pain and rehabilitation,2736,Pharmacology,27,Medicine,4,Health Sciences,158923
T11020,Immune Cell Function and Interaction,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,158887
T14008,Balkan and Eastern European Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,158759
T12753,"Psychology, Coaching, and Therapy",3207,Social Psychology,32,Psychology,2,Social Sciences,158438
